,create_by,create_date,hit,library,plate,platewell,score,well,welltype,fp2,fp3,fp4,logp,molecular_weight,inchikey,svg,formula,sub_library_name,chemical_name,fpA,fpB,fiA,fiB
0,1,2014-02-13 00:10:08.346000,0,ICCB_HMS,1922,1922A01,{},A01,E,,,,,,,,,,,146.4,159.6,65875594.0,63045433.0
1,1,2014-02-13 00:10:08.346000,0,ICCB_HMS,1922,1922A02,{},A02,E,,,,,,,,,,,169.6,184.2,55839081.0,54349162.0
2,1,2014-02-13 00:10:08.346000,0,ICCB_HMS,1922,1922A03,{},A03,X,040200008004000000060000010000000000001000000000c000020000002000004000042000000008028700400208000001000000000000030000001000000000000010201001400000000102018804400088000400000400000860140000000000100008000000000000000000000080010600000001000000081000008002,000000070009f000,00000000000000000080000000000006000005400800040000000000000000004002000000002fc0000000000000000000000000000000000000000000000000,2.57,200.58,"GFGSZUNNBQXGMK-UHFFFAOYSA-N
","<?xml version='1.0'?>
<svg version='1.1' id='topsvg'
xmlns='http://www.w3.org/2000/svg' xmlns:xlink='http://www.w3.org/1999/xlink'
xmlns:cml='http://www.xml-cml.org/schema' x='0' y='0' width='200px' height='200px' viewBox='0 0 100 100'>
<title>OBDepict</title>
<rect x='0' y='0' width='100' height='100' fill='white'/>
<text text-anchor='middle' font-size='6' fill ='black' font-family='sans-serif'
x='50' y='98' >Structure641</text>
<g transform='translate(0,0)'>
<svg width='100' height='100' x='0' y='0' viewBox='0 0 184.286 280.083'
font-family='sans-serif' stroke='rgb(0,0,0)' stroke-width='2'  stroke-linecap='round'>
<line x1='74.6' y1='73.0' x2='74.6' y2='100.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='85.8' y1='53.5' x2='97.9' y2='46.5' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='61.8' y1='56.1' x2='49.7' y2='49.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='64.8' y1='50.9' x2='52.8' y2='43.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='74.6' y1='180.1' x2='74.6' y2='220.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='109.1' y1='160.0' x2='133.0' y2='173.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='76.1' y1='222.7' x2='52.8' y2='236.2' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='73.1' y1='217.5' x2='49.7' y2='231.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='74.6' y1='220.1' x2='97.9' y2='233.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='109.1' y1='160.0' x2='74.6' y2='180.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='100.3' y1='156.8' x2='76.1' y2='170.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='74.6' y1='180.1' x2='40.0' y2='160.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='40.0' y1='160.0' x2='40.0' y2='120.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='47.2' y1='154.0' x2='47.2' y2='126.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='40.0' y1='120.0' x2='74.6' y2='100.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='74.6' y1='100.0' x2='109.1' y2='120.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='76.1' y1='109.3' x2='100.3' y2='123.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='109.1' y1='120.0' x2='109.1' y2='160.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<text x='79.360492' y='55.975205' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >+</text>
<text x='68.560492' y='68.007205' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='113.920984' y='25.888000' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >_</text>
<text x='103.120984' y='48.000000' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='34.000000' y='48.000000' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='34.000000' y='248.083457' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='105.120984' y='248.083457' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >NH</text>
<text x='129.120984' y='251.763457' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='13' >2</text>
<text x='138.286200' y='188.058990' fill='rgb(30,239,30)'  stroke='rgb(30,239,30)' stroke-width='1' font-size='16' >Cl</text>
</svg>
</g>
</svg>

",C7H5ClN2O3,NINDS Custom Collection 2,Aklomide,114.5,132.0,73239803.0,68441645.0
3,1,2014-02-13 00:10:08.346000,0,ICCB_HMS,1922,1922A04,{},A04,X,0000060000004000000600030c000000000000000000000080000000000000008340001802000003382006000000010000000201000000000200000010000000000800080010000000002003020080024000a0000830200000080840000008800000000400000000000000000000008004010600001001000000100000000000,1c0000040001b000,02401803000000800080000000000012000000000000000000000000000000000002000000002840000000000000000000000000000000000000000000000000,3.24,467.64,"FTLDJPRFCGDUFH-UHFFFAOYSA-N
","<?xml version='1.0'?>
<svg version='1.1' id='topsvg'
xmlns='http://www.w3.org/2000/svg' xmlns:xlink='http://www.w3.org/1999/xlink'
xmlns:cml='http://www.xml-cml.org/schema' x='0' y='0' width='200px' height='200px' viewBox='0 0 100 100'>
<title>OBDepict</title>
<rect x='0' y='0' width='100' height='100' fill='white'/>
<text text-anchor='middle' font-size='6' fill ='black' font-family='sans-serif'
x='50' y='98' >Structure721</text>
<g transform='translate(0,0)'>
<svg width='100' height='100' x='0' y='0' viewBox='0 0 377.581 448.376'
font-family='sans-serif' stroke='rgb(0,0,0)' stroke-width='2'  stroke-linecap='round'>
<line x1='143.9' y1='154.6' x2='157.1' y2='131.2' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='143.9' y1='154.6' x2='163.9' y2='189.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='143.9' y1='157.6' x2='116.7' y2='157.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='143.9' y1='151.6' x2='116.7' y2='151.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='144.1' y1='293.4' x2='164.1' y2='258.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='144.1' y1='293.4' x2='157.6' y2='316.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='144.1' y1='296.4' x2='116.9' y2='296.4' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='144.1' y1='290.4' x2='116.9' y2='290.4' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='174.8' y1='113.4' x2='198.2' y2='99.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='154.3' y1='110.8' x2='144.2' y2='100.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='175.4' y1='334.6' x2='198.8' y2='348.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='155.0' y1='337.3' x2='145.1' y2='347.4' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='198.2' y1='99.8' x2='232.9' y2='119.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='198.2' y1='99.8' x2='187.8' y2='77.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='198.2' y1='99.8' x2='217.6' y2='80.4' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='198.8' y1='348.1' x2='233.5' y2='328.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='198.8' y1='348.1' x2='212.4' y2='371.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='198.8' y1='348.1' x2='185.3' y2='371.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='163.9' y1='189.3' x2='150.5' y2='212.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='164.1' y1='258.7' x2='150.6' y2='235.2' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='132.8' y1='230.5' x2='109.4' y2='244.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='232.9' y1='119.9' x2='267.6' y2='99.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='233.5' y1='328.0' x2='268.2' y2='348.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='51.3' y1='237.6' x2='74.7' y2='224.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='109.4' y1='244.1' x2='74.7' y2='224.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='267.6' y1='99.8' x2='267.6' y2='60.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='267.6' y1='60.1' x2='302.1' y2='40.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='276.4' y1='63.3' x2='300.5' y2='49.2' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='302.1' y1='40.0' x2='337.0' y2='59.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='337.0' y1='59.7' x2='337.0' y2='99.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='329.8' y1='65.7' x2='329.8' y2='93.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='337.0' y1='99.8' x2='302.3' y2='119.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='302.3' y1='119.9' x2='267.6' y2='99.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='300.7' y1='110.7' x2='276.4' y2='96.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='268.2' y1='348.1' x2='302.9' y2='328.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='302.9' y1='328.0' x2='337.4' y2='348.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='304.5' y1='337.3' x2='328.6' y2='351.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='337.4' y1='348.1' x2='337.6' y2='388.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='337.6' y1='388.3' x2='302.7' y2='408.4' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='328.8' y1='385.0' x2='304.3' y2='399.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='302.7' y1='408.4' x2='268.2' y2='388.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='268.2' y1='388.3' x2='268.2' y2='348.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='275.4' y1='382.3' x2='275.4' y2='354.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<text x='157.536353' y='127.925015' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='158.143299' y='336.047268' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='138.062558' y='231.984710' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='97.694943' y='162.609671' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='97.898213' y='301.359748' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='156.197071' y='74.167376' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >H</text>
<text x='168.197071' y='77.847376' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='174.697071' y='74.167376' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >C</text>
<text x='222.824757' y='79.240526' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >CH</text>
<text x='246.824757' y='82.920526' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='214.914423' y='390.815528' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >CH</text>
<text x='238.914423' y='394.495528' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='152.750077' y='390.815528' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >H</text>
<text x='164.750077' y='394.495528' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='171.250077' y='390.815528' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >C</text>
<text x='108.932606' y='99.727806' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >H</text>
<text x='120.932606' y='103.407806' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='127.432606' y='99.727806' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >C</text>
<text x='109.946091' y='364.648152' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >H</text>
<text x='121.946091' y='368.328152' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='128.446091' y='364.648152' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >C</text>
<text x='22.000000' y='252.068314' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >HO</text>
</svg>
</g>
</svg>

",C28H41N3O3,NINDS Custom Collection 2,Oxethazaine,176.5,192.0,52843942.0,51216050.0
4,1,2014-02-13 00:10:08.346000,0,ICCB_HMS,1922,1922A05,{},A05,X,0001000000000000000620000000000800000004000000000c000000000000000001000020000800000000800000000000200000000000100000008000000000000400040000200000000000000000001000000000000a0000000000000000000002800800000100000000000000000000000000000000000000000000030002,000000000021b000,080000000000000000000000000000000020000000d0000000000000000000000006000000000840000000000000000000000000000000000000000000000000,1.31,100.14,"RAIPHJJURHTUIC-UHFFFAOYSA-N
","<?xml version='1.0'?>
<svg version='1.1' id='topsvg'
xmlns='http://www.w3.org/2000/svg' xmlns:xlink='http://www.w3.org/1999/xlink'
xmlns:cml='http://www.xml-cml.org/schema' x='0' y='0' width='200px' height='200px' viewBox='0 0 100 100'>
<title>OBDepict</title>
<rect x='0' y='0' width='100' height='100' fill='white'/>
<text text-anchor='middle' font-size='6' fill ='black' font-family='sans-serif'
x='50' y='98' >Structure642</text>
<g transform='translate(0,0)'>
<svg width='100' height='100' x='0' y='0' viewBox='0 0 182.731 141.477'
font-family='sans-serif' stroke='rgb(0,0,0)' stroke-width='2'  stroke-linecap='round'>
<line x1='77.8' y1='63.3' x2='52.4' y2='55.1' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='77.8' y1='63.3' x2='86.2' y2='88.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='86.5' y1='66.7' x2='92.4' y2='84.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='103.4' y1='101.5' x2='130.4' y2='101.5' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='130.4' y1='101.5' x2='142.7' y2='63.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='125.4' y1='93.6' x2='134.0' y2='66.8' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='142.7' y1='63.3' x2='120.9' y2='47.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='99.8' y1='47.6' x2='77.8' y2='63.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<text x='84.354340' y='109.477141' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='104.374809' y='48.000000' fill='rgb(178,178,0)'  stroke='rgb(178,178,0)' stroke-width='1' font-size='16' >S</text>
<text x='14.000000' y='59.122801' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >H</text>
<text x='26.000000' y='62.802801' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='13' >2</text>
<text x='32.500000' y='59.122801' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
</svg>
</g>
</svg>

",C3H4N2S,NINDS Custom Collection 2,Aminothiazole,150.2,158.9,69225335.0,69672408.0
5,1,2014-02-13 00:10:08.346000,0,ICCB_HMS,1922,1922A06,{},A06,X,80030fa0400600000046000a040003060008188000028020c0000000104000028330000020804800180180284200008200222002014010010280820180800000000c200c800200400048000200808800400080800128200c810108c806000104000012000004800200004006010a000400510620200901008800020805001006,0000000300217000,00000001000000000080000000000020000003400089000000220000000000004006000000003fc0000000000000000000000000000000000000000000000000,1.5,333.34,"DJGAAPFSPWAYTJ-UHFFFAOYSA-M
","<?xml version='1.0'?>
<svg version='1.1' id='topsvg'
xmlns='http://www.w3.org/2000/svg' xmlns:xlink='http://www.w3.org/1999/xlink'
xmlns:cml='http://www.xml-cml.org/schema' x='0' y='0' width='200px' height='200px' viewBox='0 0 100 100'>
<title>OBDepict</title>
<rect x='0' y='0' width='100' height='100' fill='white'/>
<text text-anchor='middle' font-size='6' fill ='black' font-family='sans-serif'
x='50' y='98' >Structure722</text>
<g transform='translate(0,0)'>
<svg width='100' height='100' x='0' y='0' viewBox='0 0 347.464 320.476'
font-family='sans-serif' stroke='rgb(0,0,0)' stroke-width='2'  stroke-linecap='round'>
<line x1='186.6' y1='153.2' x2='197.6' y2='128.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='145.5' y1='163.3' x2='125.6' y2='145.4' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='149.6' y1='158.8' x2='129.6' y2='140.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='206.6' y1='187.6' x2='233.1' y2='190.5' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='182.3' y1='230.0' x2='185.1' y2='243.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='132.1' y1='207.4' x2='108.9' y2='220.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='253.7' y1='88.3' x2='242.4' y2='112.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='270.8' y1='82.1' x2='283.7' y2='88.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='266.7' y1='65.4' x2='277.7' y2='55.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='270.7' y1='69.9' x2='281.8' y2='59.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='250.3' y1='66.5' x2='242.9' y2='52.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='255.6' y1='63.6' x2='248.2' y2='50.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='215.9' y1='115.4' x2='242.4' y2='112.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='195.3' y1='106.2' x2='187.2' y2='94.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='186.6' y1='153.2' x2='206.6' y2='187.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='183.4' y1='162.0' x2='197.3' y2='186.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='206.6' y1='187.6' x2='188.3' y2='207.6' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='167.7' y1='211.9' x2='155.2' y2='206.3' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='144.7' y1='188.0' x2='147.5' y2='161.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='147.5' y1='161.0' x2='186.6' y2='153.2' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='108.9' y1='220.9' x2='74.4' y2='200.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='100.1' y1='224.0' x2='76.0' y2='210.0' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='74.4' y1='200.7' x2='40.0' y2='220.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='40.0' y1='220.9' x2='40.0' y2='260.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='47.2' y1='226.9' x2='47.2' y2='254.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='40.0' y1='260.7' x2='74.4' y2='280.5' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='74.4' y1='280.5' x2='108.9' y2='260.7' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='76.1' y1='271.2' x2='100.1' y2='257.5' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<line x1='108.9' y1='260.7' x2='108.9' y2='220.9' stroke='rgb(0,0,0)'  stroke-width='2.0'/>
<text x='173.572516' y='225.235664' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='137.320025' y='208.923326' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='253.125088' y='84.454827' fill='rgb(178,178,0)'  stroke='rgb(178,178,0)' stroke-width='1' font-size='16' >S</text>
<text x='196.932445' y='124.734106' fill='rgb(12,12,255)'  stroke='rgb(12,12,255)' stroke-width='1' font-size='16' >N</text>
<text x='111.942427' y='142.459952' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='300.177578' y='79.866337' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >_</text>
<text x='289.377578' y='101.978337' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='283.335971' y='56.660586' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='233.390122' y='48.000000' fill='rgb(255,12,12)'  stroke='rgb(255,12,12)' stroke-width='1' font-size='16' >O</text>
<text x='183.828428' y='264.306621' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >CH</text>
<text x='207.828428' y='267.986621' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='242.035890' y='199.860916' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >CH</text>
<text x='266.035890' y='203.540916' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='153.572516' y='92.311766' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >H</text>
<text x='165.572516' y='95.991766' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='13' >3</text>
<text x='172.072516' y='92.311766' fill='rgb(102,102,102)'  stroke='rgb(102,102,102)' stroke-width='1' font-size='16' >C</text>
<text x='312.263641' y='120.157220' fill='rgb(170,91,242)'  stroke='rgb(170,91,242)' stroke-width='1' font-size='16' >+</text>
<text x='301.463641' y='132.189220' fill='rgb(170,91,242)'  stroke='rgb(170,91,242)' stroke-width='1' font-size='16' >Na</text>
</svg>
</g>
</svg>

",C13H16N3NaO4S,NINDS Custom Collection 2,Dipyrone,155.5,175.4,57419455.0,55240861.0
